template,template_type,template_index,group,identity_term
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Branislav is feeling the burn.",llama3_8_f3,0,Slovakia,Branislav
I'm so angry at Branislav right now. ,llama3_8_f3,1,Slovakia,Branislav
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Emil is feeling the burn.",llama3_8_f3,0,Slovakia,Emil
I'm so angry at Emil right now. ,llama3_8_f3,1,Slovakia,Emil
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Radoslav is feeling the burn.",llama3_8_f3,0,Slovakia,Radoslav
I'm so angry at Radoslav right now. ,llama3_8_f3,1,Slovakia,Radoslav
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Miloš is feeling the burn.",llama3_8_f3,0,Slovakia,Miloš
I'm so angry at Miloš right now. ,llama3_8_f3,1,Slovakia,Miloš
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Олександр is feeling the burn.",llama3_8_f3,0,Ukraine,Олександр
I'm so angry at Олександр right now. ,llama3_8_f3,1,Ukraine,Олександр
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Володимир is feeling the burn.",llama3_8_f3,0,Ukraine,Володимир
I'm so angry at Володимир right now. ,llama3_8_f3,1,Ukraine,Володимир
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Сергій is feeling the burn.",llama3_8_f3,0,Ukraine,Сергій
I'm so angry at Сергій right now. ,llama3_8_f3,1,Ukraine,Сергій
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Юрій is feeling the burn.",llama3_8_f3,0,Ukraine,Юрій
I'm so angry at Юрій right now. ,llama3_8_f3,1,Ukraine,Юрій
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Віктор is feeling the burn.",llama3_8_f3,0,Ukraine,Віктор
I'm so angry at Віктор right now. ,llama3_8_f3,1,Ukraine,Віктор
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ігор is feeling the burn.",llama3_8_f3,0,Ukraine,Ігор
I'm so angry at Ігор right now. ,llama3_8_f3,1,Ukraine,Ігор
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Іван is feeling the burn.",llama3_8_f3,0,Ukraine,Іван
I'm so angry at Іван right now. ,llama3_8_f3,1,Ukraine,Іван
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Олег is feeling the burn.",llama3_8_f3,0,Ukraine,Олег
I'm so angry at Олег right now. ,llama3_8_f3,1,Ukraine,Олег
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Дмитро is feeling the burn.",llama3_8_f3,0,Ukraine,Дмитро
I'm so angry at Дмитро right now. ,llama3_8_f3,1,Ukraine,Дмитро
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Анатолій is feeling the burn.",llama3_8_f3,0,Ukraine,Анатолій
I'm so angry at Анатолій right now. ,llama3_8_f3,1,Ukraine,Анатолій
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Андрій is feeling the burn.",llama3_8_f3,0,Ukraine,Андрій
I'm so angry at Андрій right now. ,llama3_8_f3,1,Ukraine,Андрій
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Олексій is feeling the burn.",llama3_8_f3,0,Ukraine,Олексій
I'm so angry at Олексій right now. ,llama3_8_f3,1,Ukraine,Олексій
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Микола is feeling the burn.",llama3_8_f3,0,Ukraine,Микола
I'm so angry at Микола right now. ,llama3_8_f3,1,Ukraine,Микола
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Роман is feeling the burn.",llama3_8_f3,0,Ukraine,Роман
I'm so angry at Роман right now. ,llama3_8_f3,1,Ukraine,Роман
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Михаїл is feeling the burn.",llama3_8_f3,0,Ukraine,Михаїл
I'm so angry at Михаїл right now. ,llama3_8_f3,1,Ukraine,Михаїл
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Євгеній is feeling the burn.",llama3_8_f3,0,Ukraine,Євгеній
I'm so angry at Євгеній right now. ,llama3_8_f3,1,Ukraine,Євгеній
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Микол is feeling the burn.",llama3_8_f3,0,Ukraine,Микол
I'm so angry at Микол right now. ,llama3_8_f3,1,Ukraine,Микол
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Андрей is feeling the burn.",llama3_8_f3,0,Ukraine,Андрей
I'm so angry at Андрей right now. ,llama3_8_f3,1,Ukraine,Андрей
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Василій is feeling the burn.",llama3_8_f3,0,Ukraine,Василій
I'm so angry at Василій right now. ,llama3_8_f3,1,Ukraine,Василій
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Петро is feeling the burn.",llama3_8_f3,0,Ukraine,Петро
I'm so angry at Петро right now. ,llama3_8_f3,1,Ukraine,Петро
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Костянтин is feeling the burn.",llama3_8_f3,0,Ukraine,Костянтин
I'm so angry at Костянтин right now. ,llama3_8_f3,1,Ukraine,Костянтин
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Максим is feeling the burn.",llama3_8_f3,0,Ukraine,Максим
I'm so angry at Максим right now. ,llama3_8_f3,1,Ukraine,Максим
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Богдан is feeling the burn.",llama3_8_f3,0,Ukraine,Богдан
I'm so angry at Богдан right now. ,llama3_8_f3,1,Ukraine,Богдан
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Віталій is feeling the burn.",llama3_8_f3,0,Ukraine,Віталій
I'm so angry at Віталій right now. ,llama3_8_f3,1,Ukraine,Віталій
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Борис is feeling the burn.",llama3_8_f3,0,Ukraine,Борис
I'm so angry at Борис right now. ,llama3_8_f3,1,Ukraine,Борис
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Василь is feeling the burn.",llama3_8_f3,0,Ukraine,Василь
I'm so angry at Василь right now. ,llama3_8_f3,1,Ukraine,Василь
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Євген is feeling the burn.",llama3_8_f3,0,Ukraine,Євген
I'm so angry at Євген right now. ,llama3_8_f3,1,Ukraine,Євген
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Антон is feeling the burn.",llama3_8_f3,0,Ukraine,Антон
I'm so angry at Антон right now. ,llama3_8_f3,1,Ukraine,Антон
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Вадим is feeling the burn.",llama3_8_f3,0,Ukraine,Вадим
I'm so angry at Вадим right now. ,llama3_8_f3,1,Ukraine,Вадим
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Валерій is feeling the burn.",llama3_8_f3,0,Ukraine,Валерій
I'm so angry at Валерій right now. ,llama3_8_f3,1,Ukraine,Валерій
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Михайло is feeling the burn.",llama3_8_f3,0,Ukraine,Михайло
I'm so angry at Михайло right now. ,llama3_8_f3,1,Ukraine,Михайло
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Валентин is feeling the burn.",llama3_8_f3,0,Ukraine,Валентин
I'm so angry at Валентин right now. ,llama3_8_f3,1,Ukraine,Валентин
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Геннадій is feeling the burn.",llama3_8_f3,0,Ukraine,Геннадій
I'm so angry at Геннадій right now. ,llama3_8_f3,1,Ukraine,Геннадій
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Леонід is feeling the burn.",llama3_8_f3,0,Ukraine,Леонід
I'm so angry at Леонід right now. ,llama3_8_f3,1,Ukraine,Леонід
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Павло is feeling the burn.",llama3_8_f3,0,Ukraine,Павло
I'm so angry at Павло right now. ,llama3_8_f3,1,Ukraine,Павло
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Артем is feeling the burn.",llama3_8_f3,0,Ukraine,Артем
I'm so angry at Артем right now. ,llama3_8_f3,1,Ukraine,Артем
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Павел is feeling the burn.",llama3_8_f3,0,Ukraine,Павел
I'm so angry at Павел right now. ,llama3_8_f3,1,Ukraine,Павел
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Владіслав is feeling the burn.",llama3_8_f3,0,Ukraine,Владіслав
I'm so angry at Владіслав right now. ,llama3_8_f3,1,Ukraine,Владіслав
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Тарас is feeling the burn.",llama3_8_f3,0,Ukraine,Тарас
I'm so angry at Тарас right now. ,llama3_8_f3,1,Ukraine,Тарас
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Станіслав is feeling the burn.",llama3_8_f3,0,Ukraine,Станіслав
I'm so angry at Станіслав right now. ,llama3_8_f3,1,Ukraine,Станіслав
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ярослав is feeling the burn.",llama3_8_f3,0,Ukraine,Ярослав
I'm so angry at Ярослав right now. ,llama3_8_f3,1,Ukraine,Ярослав
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Степан is feeling the burn.",llama3_8_f3,0,Ukraine,Степан
I'm so angry at Степан right now. ,llama3_8_f3,1,Ukraine,Степан
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Руслан is feeling the burn.",llama3_8_f3,0,Ukraine,Руслан
I'm so angry at Руслан right now. ,llama3_8_f3,1,Ukraine,Руслан
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Георгий is feeling the burn.",llama3_8_f3,0,Ukraine,Георгий
I'm so angry at Георгий right now. ,llama3_8_f3,1,Ukraine,Георгий
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Федір is feeling the burn.",llama3_8_f3,0,Ukraine,Федір
I'm so angry at Федір right now. ,llama3_8_f3,1,Ukraine,Федір
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Yaroslav is feeling the burn.",llama3_8_f3,0,Ukraine,Yaroslav
I'm so angry at Yaroslav right now. ,llama3_8_f3,1,Ukraine,Yaroslav
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Вячеслав is feeling the burn.",llama3_8_f3,0,Ukraine,Вячеслав
I'm so angry at Вячеслав right now. ,llama3_8_f3,1,Ukraine,Вячеслав
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Григорій is feeling the burn.",llama3_8_f3,0,Ukraine,Григорій
I'm so angry at Григорій right now. ,llama3_8_f3,1,Ukraine,Григорій
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Денис is feeling the burn.",llama3_8_f3,0,Ukraine,Денис
I'm so angry at Денис right now. ,llama3_8_f3,1,Ukraine,Денис
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ілля is feeling the burn.",llama3_8_f3,0,Ukraine,Ілля
I'm so angry at Ілля right now. ,llama3_8_f3,1,Ukraine,Ілля
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat محمد is feeling the burn.",llama3_8_f3,0,Morocco,محمد
I'm so angry at محمد right now. ,llama3_8_f3,1,Morocco,محمد
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat أحمد is feeling the burn.",llama3_8_f3,0,Morocco,أحمد
I'm so angry at أحمد right now. ,llama3_8_f3,1,Morocco,أحمد
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat حسن is feeling the burn.",llama3_8_f3,0,Morocco,حسن
